Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2015","2015","t","693","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2016","2016","t","913","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2017","2017","t","1001","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2018","2018","t","782.22","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2019","2019","t","190","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2020","2020","t","250","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2021","2021","t","365.87","I","Imputed value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2004","2004","t","20448","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2005","2005","t","21000","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2006","2006","t","22000","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2007","2007","t","29331","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2008","2008","t","31418","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2009","2009","t","28000","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2010","2010","t","28700","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2011","2011","t","29800","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2012","2012","t","31600","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2013","2013","t","32300","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2014","2014","t","31948","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2015","2015","t","33600","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2016","2016","t","35670","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2017","2017","t","34496","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2018","2018","t","30823","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2019","2019","t","33440","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2020","2020","t","31370","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","22251.01","Cheese from whole cow milk","2021","2021","t","32360","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02212","Raw milk of buffalo","2018","2018","t","0","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02212","Raw milk of buffalo","2019","2019","t","0","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02212","Raw milk of buffalo","2020","2020","t","0","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2004","2004","100 g/An","28749","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2004","2004","t","684379","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2005","2005","100 g/An","33040","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2005","2005","t","790772","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2006","2006","100 g/An","36185","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2006","2006","t","848717","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2007","2007","100 g/An","36481","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2007","2007","t","859258","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2008","2008","100 g/An","37548","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2008","2008","t","825679","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2009","2009","100 g/An","37618","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2009","2009","t","799000","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2010","2010","100 g/An","42160","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2010","2010","t","769000","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2011","2011","100 g/An","42461","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2011","2011","t","780000","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2012","2012","100 g/An","44725","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2012","2012","t","809526","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2013","2013","100 g/An","43193","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2013","2013","t","717000","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2014","2014","100 g/An","40329","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2014","2014","t","711400","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2015","2015","100 g/An","44771","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2015","2015","t","694400","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2016","2016","100 g/An","45837","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2016","2016","t","670600","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2017","2017","100 g/An","44686","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2017","2017","t","648400","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2018","2018","100 g/An","45441","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2018","2018","t","618000","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2019","2019","100 g/An","46077","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2019","2019","t","599000","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2020","2020","100 g/An","54182","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2020","2020","t","596000","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2021","2021","100 g/An","54706","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2021","2021","t","558000","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02211","Raw milk of cattle","2022","2022","100 g/An","66076","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02211","Raw milk of cattle","2022","2022","t","522000","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02292","Raw milk of goats","2004","2004","100 g/An","2737","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02292","Raw milk of goats","2004","2004","t","15099","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02292","Raw milk of goats","2005","2005","100 g/An","2525","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","02292","Raw milk of goats","2005","2005","t","15419","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5420","Yield","02292","Raw milk of goats","2006","2006","100 g/An","2598","A","Official figure",""
